ts,close,fast,slow,highN,lowN,highN_prev,lowN_prev,signal,pos,ret,equity
2025-06-01 00:00:00+00:00,2519.26,0.0,0.0,,,,,HOLD,0.0,0.0,1.0
2025-06-01 00:15:00+00:00,2516.8,-0.2885630498540195,-0.0577126099708039,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 00:30:00+00:00,2520.8,-0.0368349085410955,-0.05353706968486223,,,,,HOLD,0.0,0.0,1.0
2025-06-01 00:45:00+00:00,2524.98,0.6465914390150829,0.08648863205512679,,,,,HOLD,0.0,0.0,1.0
2025-06-01 01:00:00+00:00,2527.28,1.4318932306755414,0.3555695517792097,,,,,HOLD,0.0,0.0,1.0
2025-06-01 01:15:00+00:00,2522.39,1.442556558243723,0.5729669530721124,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 01:30:00+00:00,2516.18,0.7053509930301516,0.5994437610637202,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 01:45:00+00:00,2506.41,-1.0132180875939412,0.27691139133218795,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 02:00:00+00:00,2496.01,-3.536659899008555,-0.4858028667359606,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 02:15:00+00:00,2506.49,-4.197280641481484,-1.2280984216850654,,,,,HOLD,0.0,0.0,1.0
2025-06-01 02:30:00+00:00,2508.68,-4.3967905864074055,-1.8618368546295336,,,,,HOLD,0.0,0.0,1.0
2025-06-01 02:45:00+00:00,2505.99,-4.8134619449997444,-2.452161872703576,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 03:00:00+00:00,2500.34,-5.738674193717088,-3.1094643369062784,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 03:15:00+00:00,2501.27,-6.270421114949841,-3.741655692514991,,,,,HOLD,0.0,0.0,1.0
2025-06-01 03:30:00+00:00,2508.47,-5.759289918416016,-4.145182537695196,,,,,HOLD,0.0,0.0,1.0
2025-06-01 03:45:00+00:00,2512.03,-4.8829192381545,-4.292729877787057,,,,,HOLD,0.0,0.0,1.0
2025-06-01 04:00:00+00:00,2511.35,-4.234636468358076,-4.281111195901261,,,,,HOLD,0.0,-0.0,1.0
2025-06-01 04:15:00+00:00,2514.5,-3.3192688765975618,-4.088742732040521,,,,,HOLD,0.0,0.0,1.0
2025-06-01 04:30:00+00:00,2522.49,-1.642471172914611,-3.59948842021534,,,,,HOLD,0.0,0.0,1.0
2025-06-01 04:45:00+00:00,2520.82,-0.5356849988588692,-2.986727735944046,2530.318011721246,2495.935988278754,2530.318011721246,2495.935988278754,HOLD,0.0,-0.0,1.0
2025-06-01 05:00:00+00:00,2521.47,0.393974624085331,-2.3105872639381704,2530.612206760116,2495.8627932398845,2530.612206760116,2495.8627932398845,HOLD,0.0,0.0,1.0
2025-06-01 05:15:00+00:00,2518.29,0.7278903516280479,-1.702891740824927,2530.759793671408,2495.864206328593,2530.759793671408,2495.864206328593,HOLD,0.0,-0.0,1.0
